Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-09-24 03:44:13Z : PB = 240447488 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-09-24 03:44:18Z : PB = 253665280 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:44:18Z : PB = 258019328 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:44:18Z : PB = 258019328 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:44:18Z : PB = 258019328 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:44:18Z : PB = 258019328 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:44:18Z : PB = 258019328 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:44:18Z : PB = 258265088 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:44:18Z : PB = 258265088 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:44:18Z : PB = 258265088 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:44:18Z : PB = 259481600 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:44:18Z : PB = 259481600 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:44:18Z : PB = 259489792 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:44:18Z : PB = 259489792 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:44:18Z : PB = 259489792 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:44:18Z : PB = 260161536 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:44:18Z : PB = 260161536 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:44:18Z : PB = 260161536 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:44:19Z : PB = 260313088 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:44:19Z : PB = 260313088 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:44:19Z : PB = 260313088 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:44:19Z : PB = 260313088 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:44:19Z : PB = 260317184 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:44:19Z : PB = 260317184 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:44:19Z : PB = 260317184 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:44:19Z : PB = 260317184 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:44:19Z : PB = 262221824 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:44:19Z : PB = 262221824 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:44:19Z : PB = 262221824 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:44:19Z : PB = 262221824 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:44:19Z : PB = 262221824 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:44:19Z : PB = 262295552 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:44:19Z : PB = 262361088 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:44:19Z : PB = 262426624 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:44:19Z : PB = 263016448 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:44:19Z : PB = 263016448 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:44:19Z : PB = 263016448 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:44:19Z : PB = 263016448 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:44:19Z : PB = 263016448 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:44:19Z : PB = 263020544 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:44:19Z : PB = 263020544 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:44:19Z : PB = 263020544 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:44:19Z : PB = 263565312 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:44:19Z : PB = 263565312 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:44:19Z : PB = 263565312 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:44:19Z : PB = 263565312 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:44:19Z : PB = 263565312 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:44:19Z : PB = 263983104 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:44:19Z : PB = 264048640 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:44:19Z : PB = 264114176 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:44:19Z : PB = 268603392 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:44:19Z : PB = 268603392 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:44:19Z : PB = 268603392 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:44:19Z : PB = 268603392 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:44:19Z : PB = 268603392 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:44:19Z : PB = 268603392 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:44:19Z : PB = 268603392 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:44:19Z : PB = 268603392 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:44:19Z : PB = 275013632 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:44:19Z : PB = 275013632 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:44:19Z : PB = 275013632 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:44:19Z : PB = 275013632 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-09-24 03:44:19Z : PB = 275013632 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-09-24 03:44:19Z : PB = 275021824 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-09-24 03:44:19Z : PB = 275021824 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-09-24 03:44:19Z : PB = 275021824 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-09-24 03:44:19Z : PB = 275021824 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-09-24 03:44:20Z : PB = 279822336 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-09-24 03:44:20Z : PB = 279822336 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-09-24 03:44:20Z : PB = 279822336 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-24 03:45:30Z : PB = 276082688 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-09-24 03:45:30Z : PB = 276283392 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-24 03:45:30Z : PB = 276283392 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-09-24 03:45:30Z : PB = 276283392 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-09-24 03:45:30Z : PB = 276283392 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-09-24 03:45:30Z : PB = 276283392 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-09-24 03:45:30Z : PB = 276283392 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:45:30Z : PB = 276283392 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-09-24 03:45:30Z : PB = 276291584 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:45:30Z : PB = 276291584 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:45:30Z : PB = 276291584 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:45:30Z : PB = 276291584 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:45:30Z : PB = 281735168 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:45:30Z : PB = 281735168 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:45:30Z : PB = 281735168 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:45:30Z : PB = 281735168 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:45:30Z : PB = 281735168 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:45:30Z : PB = 281735168 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:45:30Z : PB = 281735168 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:45:30Z : PB = 281735168 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:45:31Z : PB = 283504640 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:45:31Z : PB = 283504640 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:45:31Z : PB = 283504640 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:45:31Z : PB = 283504640 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:45:31Z : PB = 283504640 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:45:31Z : PB = 283504640 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:45:31Z : PB = 283504640 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:45:31Z : PB = 283504640 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:45:31Z : PB = 286855168 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:45:31Z : PB = 286855168 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:45:31Z : PB = 286855168 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:45:31Z : PB = 286855168 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:45:31Z : PB = 286855168 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:45:31Z : PB = 286855168 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:45:31Z : PB = 286855168 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:45:31Z : PB = 286855168 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:45:31Z : PB = 290521088 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:45:31Z : PB = 290521088 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:45:31Z : PB = 290521088 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:45:31Z : PB = 290521088 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:45:31Z : PB = 290521088 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:45:31Z : PB = 290525184 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:45:31Z : PB = 290525184 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:45:31Z : PB = 290525184 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:45:31Z : PB = 296157184 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:45:31Z : PB = 296157184 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:45:31Z : PB = 296157184 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:45:31Z : PB = 296157184 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:45:31Z : PB = 296157184 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:45:31Z : PB = 296685568 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:45:31Z : PB = 296685568 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:45:31Z : PB = 296685568 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:45:31Z : PB = 303595520 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:45:31Z : PB = 303595520 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:45:31Z : PB = 303595520 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:45:31Z : PB = 303595520 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:45:31Z : PB = 303595520 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:45:31Z : PB = 303595520 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:45:31Z : PB = 303595520 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:45:31Z : PB = 303595520 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:45:31Z : PB = 307425280 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:45:31Z : PB = 307560448 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:45:31Z : PB = 307625984 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:45:31Z : PB = 307691520 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:45:31Z : PB = 307757056 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:45:31Z : PB = 308740096 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 03:45:31Z : PB = 308805632 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 03:45:31Z : PB = 308871168 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 03:45:31Z : PB = 316928000 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 03:45:31Z : PB = 316928000 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 03:45:31Z : PB = 316928000 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 03:45:31Z : PB = 316928000 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 03:45:31Z : PB = 316928000 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 03:45:31Z : PB = 316928000 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
